                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.61676,                0.78787,                0.39141,                0.87312,                0.87233,                 0.7248,                0.75562,                0.53182,                0.82223,                0.69055,                0.70777,                 0.4393,                 0.6548,                0.91074,                0.42335,                0.87332,              0.0082378,              0.0082378,              0.0082378
                     91,                0.60723,                0.80246,                0.37703,                 0.8711,                0.82541,                0.75321,                0.74973,                0.52972,                0.78221,                0.70149,                0.70177,                0.44328,                0.64325,                0.91278,                0.45409,                0.86907,               0.008218,               0.008218,               0.008218
                     92,                0.61111,                 0.8048,                0.38553,                0.86955,                0.85411,                0.73731,                0.75637,                0.53665,                0.79814,                0.69729,                 0.7045,                0.44896,                0.64605,                0.93135,                0.42623,                 0.8802,              0.0081982,              0.0081982,              0.0081982
                     93,                 0.6088,                0.78944,                 0.3876,                0.87323,                0.83901,                0.73703,                0.74927,                0.53746,                0.78811,                0.70248,                0.71628,                0.45099,                0.64677,                0.90322,                0.43659,                0.87682,              0.0081784,              0.0081784,              0.0081784
                     94,                0.60082,                0.78334,                0.37969,                0.86486,                0.85076,                0.74372,                0.74801,                0.53603,                0.80669,                0.69903,                0.69988,                0.44133,                0.67681,                0.94561,                0.45763,                 0.8843,              0.0081586,              0.0081586,              0.0081586
                     95,                0.60305,                0.76526,                0.38142,                0.87861,                0.79306,                0.72346,                0.74397,                0.52689,                0.77154,                0.67005,                0.69221,                0.44515,                 0.6279,                0.94638,                0.46067,                0.86888,              0.0081388,              0.0081388,              0.0081388
                     96,                0.61188,                0.78727,                0.38243,                0.86904,                 0.8028,                0.75347,                0.75453,                0.52492,                0.81468,                 0.6842,                0.69719,                0.43766,                0.65778,                0.93846,                0.43029,                0.87491,               0.008119,               0.008119,               0.008119
                     97,                0.59901,                0.78149,                0.37774,                0.87013,                0.84521,                0.72527,                0.74972,                0.53194,                0.78331,                0.68402,                0.69961,                0.44126,                0.65615,                0.97538,                0.45478,                 0.8816,              0.0080992,              0.0080992,              0.0080992
                     98,                0.60363,                0.78604,                0.37736,                 0.8721,                 0.8238,                0.73463,                0.75638,                0.54834,                0.83939,                0.70185,                0.73556,                 0.4688,                0.64608,                0.93079,                0.44301,                0.87654,              0.0080794,              0.0080794,              0.0080794
                     99,                0.60983,                0.79323,                0.37695,                0.87212,                0.84202,                0.73181,                0.75355,                0.53923,                0.79581,                0.70055,                0.71741,                0.44976,                0.63008,                0.92268,                0.44855,                0.86328,              0.0080596,              0.0080596,              0.0080596
                    100,                0.60287,                0.77368,                0.37678,                 0.8692,                 0.8274,                0.73388,                0.74814,                0.53647,                0.77466,                0.69913,                0.71491,                0.45717,                0.66022,                0.88069,                0.44872,                 0.8811,              0.0080398,              0.0080398,              0.0080398
                    101,                0.60027,                0.77888,                0.38131,                0.86388,                0.81853,                0.74299,                0.75163,                0.54207,                 0.8216,                 0.7044,                0.72456,                0.46739,                 0.6334,                0.91365,                0.43524,                0.87552,                0.00802,                0.00802,                0.00802
                    102,                0.60142,                0.77833,                0.37728,                0.87523,                0.82067,                0.74322,                0.74612,                0.53916,                0.76142,                0.70965,                 0.6908,                 0.4437,                0.64636,                0.92857,                0.44302,                0.87658,              0.0080002,              0.0080002,              0.0080002
                    103,                0.59123,                0.77624,                0.36692,                0.87059,                0.83266,                0.71662,                0.74205,                0.52686,                0.79118,                0.69587,                0.70447,                 0.4495,                0.63226,                0.93135,                0.45308,                0.87157,              0.0079804,              0.0079804,              0.0079804
